Name,Latitude,Longitude,Type,Maps_Link,Rainfall,Rainfall_Intensity,Elevation,Distance_to_Water_Body,Flood_Prone
Rahul Pharma,18.5104017,73.8476123,pharmacy,https://www.openstreetmap.org/?mlat=18.5104017&mlon=73.8476123#map=18/18.5104017/73.8476123,0,66.88094005144644,737.7697750361062,2.1448906392491542,0
Vasudha Medico,18.5463952,73.8203671,pharmacy,https://www.openstreetmap.org/?mlat=18.5463952&mlon=73.8203671#map=18/18.5463952/73.8203671,0,206.32841691145856,793.4353594822379,2.3434479604367944,0
Omkar,18.5310171,73.8756821,pharmacy,https://www.openstreetmap.org/?mlat=18.5310171&mlon=73.8756821#map=18/18.5310171/73.8756821,0,291.71543273229383,713.7434144716974,1.5295080860025623,0
Care Medico,18.4646258,73.8907481,pharmacy,https://www.openstreetmap.org/?mlat=18.4646258&mlon=73.8907481#map=18/18.4646258/73.8907481,1,177.979631897798,812.2574973144408,4.985754598629056,0
Health Care Medico,18.4686362,73.88912,pharmacy,https://www.openstreetmap.org/?mlat=18.4686362&mlon=73.88912#map=18/18.4686362/73.88912,1,172.1241392715473,860.2314257277288,2.4207873199157373,0
Unknown,18.5313703,73.8302429,pharmacy,https://www.openstreetmap.org/?mlat=18.5313703&mlon=73.8302429#map=18/18.5313703/73.8302429,0,181.65139702501747,786.7575690530202,0.12929249539635812,0
Shradha Medical,18.4516476,73.8110888,pharmacy,https://www.openstreetmap.org/?mlat=18.4516476&mlon=73.8110888#map=18/18.4516476/73.8110888,1,68.323375530307,716.595480924677,3.823434758456804,0
KK Market,18.4694397,73.8601477,grocery_store,https://www.openstreetmap.org/?mlat=18.4694397&mlon=73.8601477#map=18/18.4694397/73.8601477,1,49.42444515158767,786.7639380931448,9.822429108731296,0
D-Mart Store,18.4792277,73.8569481,grocery_store,https://www.openstreetmap.org/?mlat=18.4792277&mlon=73.8569481#map=18/18.4792277/73.8569481,1,198.63667417386378,866.3192571481625,8.306656340466493,0
Reliance Fresh,18.5097382,73.8159888,grocery_store,https://www.openstreetmap.org/?mlat=18.5097382&mlon=73.8159888#map=18/18.5097382/73.8159888,1,124.42548607111954,808.3862347990867,7.632397562915117,0
Reliance Smart Bazaar,18.4991655,73.821795,grocery_store,https://www.openstreetmap.org/?mlat=18.4991655&mlon=73.821795#map=18/18.4991655/73.821795,1,24.23378162376316,697.5849180728644,7.947730318703801,0
Hanuman Super market,18.446812,73.8491251,grocery_store,https://www.openstreetmap.org/?mlat=18.446812&mlon=73.8491251#map=18/18.446812/73.8491251,1,182.26799557068514,586.4591729234444,2.218374833597773,1
Reliance Fresh,18.481928,73.898164,grocery_store,https://www.openstreetmap.org/?mlat=18.481928&mlon=73.898164#map=18/18.481928/73.898164,1,174.16534945460336,528.708097045652,2.426916287180786,1
Grahak Peth,18.5076531,73.8508179,grocery_store,https://www.openstreetmap.org/?mlat=18.5076531&mlon=73.8508179#map=18/18.5076531/73.8508179,1,261.6099854894942,685.0768729458222,4.5323769510267145,0
Jay Ganesh,18.4942387,73.8344303,grocery_store,https://www.openstreetmap.org/?mlat=18.4942387&mlon=73.8344303#map=18/18.4942387/73.8344303,1,109.57426983589332,551.5156199814963,1.1813112164606254,0
Big Bazaar,18.46308,73.8165076,grocery_store,https://www.openstreetmap.org/?mlat=18.46308&mlon=73.8165076#map=18/18.46308/73.8165076,1,96.41208891591081,877.9999636988588,4.727152098691184,0
Godrej's Natures Basket,18.536754,73.8974099,grocery_store,https://www.openstreetmap.org/?mlat=18.536754&mlon=73.8974099#map=18/18.536754/73.8974099,0,122.9773183367897,509.5335168475396,4.949254163801742,0
Hare Krishna Super Shopee,18.4787653,73.8193777,grocery_store,https://www.openstreetmap.org/?mlat=18.4787653&mlon=73.8193777#map=18/18.4787653/73.8193777,1,111.34107165546949,777.3206236213268,1.9542521256935086,0
Jewel Paradise,18.53083,73.8747421,grocery_store,https://www.openstreetmap.org/?mlat=18.53083&mlon=73.8747421#map=18/18.53083/73.8747421,0,298.539483770868,662.3458940427597,4.8156078222578,0
Mataji Super Market,18.4600789,73.8272146,grocery_store,https://www.openstreetmap.org/?mlat=18.4600789&mlon=73.8272146#map=18/18.4600789/73.8272146,1,129.73916000688428,761.541097045367,8.834166246536293,0
Aaimata Super Shopee,18.4600964,73.8266859,grocery_store,https://www.openstreetmap.org/?mlat=18.4600964&mlon=73.8266859#map=18/18.4600964/73.8266859,1,143.77132728594833,617.3951023767949,5.273330477207473,0
Balaji Market,18.4606762,73.825768,grocery_store,https://www.openstreetmap.org/?mlat=18.4606762&mlon=73.825768#map=18/18.4606762/73.825768,1,287.11464744780056,784.9135579059924,9.401440056034353,0
Saraswati Trading Company,18.4608316,73.8255809,grocery_store,https://www.openstreetmap.org/?mlat=18.4608316&mlon=73.8255809#map=18/18.4608316/73.8255809,1,144.98036735599675,547.3693978752945,8.179569835737436,0
Dorabjee's NIBM,18.4726745,73.8997716,grocery_store,https://www.openstreetmap.org/?mlat=18.4726745&mlon=73.8997716#map=18/18.4726745/73.8997716,1,239.618735159321,593.0829065383325,1.9220905990608184,1
Bhagyalaxmi Store,18.5150331,73.8170712,grocery_store,https://www.openstreetmap.org/?mlat=18.5150331&mlon=73.8170712#map=18/18.5150331/73.8170712,0,283.1478941592968,674.3146258345272,3.5551517177563907,0
Balaji,18.4819361,73.8989314,grocery_store,https://www.openstreetmap.org/?mlat=18.4819361&mlon=73.8989314#map=18/18.4819361/73.8989314,1,27.206679689932077,794.7699843451898,3.4121239709094233,0
Bangtan store,18.5234132,73.864668,grocery_store,https://www.openstreetmap.org/?mlat=18.5234132&mlon=73.864668#map=18/18.5234132/73.864668,0,182.83620128383774,738.9746953337526,1.6634844606414578,0
Unknown,18.5141427,73.8796771,grocery_store,https://www.openstreetmap.org/?mlat=18.5141427&mlon=73.8796771#map=18/18.5141427/73.8796771,0,108.80290283483228,841.6820641274668,8.08854380262771,0
Chetana Super market,18.4745607,73.8138527,grocery_store,https://www.openstreetmap.org/?mlat=18.4745607&mlon=73.8138527#map=18/18.4745607/73.8138527,1,195.52207533489658,588.6251793148723,1.4289219710330636,1
Purohit Sweets,18.5115388,73.8664115,grocery_store,https://www.openstreetmap.org/?mlat=18.5115388&mlon=73.8664115#map=18/18.5115388/73.8664115,0,236.61652918249266,727.7163133477652,4.420236856003487,0
Raj,18.5104583,73.8339961,grocery_store,https://www.openstreetmap.org/?mlat=18.5104583&mlon=73.8339961#map=18/18.5104583/73.8339961,0,88.93431740952462,711.6676037955593,1.5376859601247705,0
National shop,18.5109276,73.8293002,grocery_store,https://www.openstreetmap.org/?mlat=18.5109276&mlon=73.8293002#map=18/18.5109276/73.8293002,0,238.0084612950854,663.811505315284,2.7692204401562215,1
Mayur Agency,18.4801154,73.8273012,grocery_store,https://www.openstreetmap.org/?mlat=18.4801154&mlon=73.8273012#map=18/18.4801154/73.8273012,1,138.41728906959932,891.5904682517553,7.848581496493691,0
New Govind Traders,18.4800468,73.8274273,grocery_store,https://www.openstreetmap.org/?mlat=18.4800468&mlon=73.8274273#map=18/18.4800468/73.8274273,1,280.1544618684236,698.3644466205218,1.7922824187780084,1
Prem Supermarket,18.5361966,73.8998068,grocery_store,https://www.openstreetmap.org/?mlat=18.5361966&mlon=73.8998068#map=18/18.5361966/73.8998068,0,15.825407075424424,678.0060970321828,5.7127980954612685,0
carpet store,18.4907505,73.8466929,grocery_store,https://www.openstreetmap.org/?mlat=18.4907505&mlon=73.8466929#map=18/18.4907505/73.8466929,1,227.7433186089868,550.481064444525,2.726623643742357,1
श्री न्यू बालाजी मार्केट,18.4868832,73.8989554,grocery_store,https://www.openstreetmap.org/?mlat=18.4868832&mlon=73.8989554#map=18/18.4868832/73.8989554,1,67.61267211699506,534.670676742723,2.4857008908189613,0
Unknown,18.4541966,73.8535245,grocery_store,https://www.openstreetmap.org/?mlat=18.4541966&mlon=73.8535245#map=18/18.4541966/73.8535245,1,257.87274326370874,674.2465150988187,0.7221750389489168,1
Geeta Watch,18.4627752,73.8146729,grocery_store,https://www.openstreetmap.org/?mlat=18.4627752&mlon=73.8146729#map=18/18.4627752/73.8146729,1,13.845213743610685,754.1099093707496,9.214014022406232,0
Funky's Stuff,18.5168375,73.8787061,convenience_store,https://www.openstreetmap.org/?mlat=18.5168375&mlon=73.8787061#map=18/18.5168375/73.8787061,0,34.86882096220526,714.0334397430931,7.646099099706419,0
Unknown,18.475333,73.8157346,convenience_store,https://www.openstreetmap.org/?mlat=18.475333&mlon=73.8157346#map=18/18.475333/73.8157346,1,67.21860366734312,646.6425261268653,3.1116892190006973,0
Ganesh Super Shopee,18.4628604,73.8047957,convenience_store,https://www.openstreetmap.org/?mlat=18.4628604&mlon=73.8047957#map=18/18.4628604/73.8047957,1,155.07229737898382,814.6461134062406,7.262946847997731,0
Unknown,18.4619907,73.8071797,convenience_store,https://www.openstreetmap.org/?mlat=18.4619907&mlon=73.8071797#map=18/18.4619907/73.8071797,1,225.9931120038606,644.6819534628087,6.891060757937721,0
Tupperware @ Masurkar,18.4752211,73.8134065,convenience_store,https://www.openstreetmap.org/?mlat=18.4752211&mlon=73.8134065#map=18/18.4752211/73.8134065,1,47.92141070909173,525.5390614669127,5.170682075188164,0
Kirane Store,18.4701944,73.8555833,convenience_store,https://www.openstreetmap.org/?mlat=18.4701944&mlon=73.8555833#map=18/18.4701944/73.8555833,1,55.6252559521622,710.9978483515872,5.45664488867563,0
Krushna Store,18.47,73.8558889,convenience_store,https://www.openstreetmap.org/?mlat=18.47&mlon=73.8558889#map=18/18.47/73.8558889,1,196.89850473913341,855.9687664829098,6.707728257869646,0
Ram Super Store,18.4706604,73.8552211,convenience_store,https://www.openstreetmap.org/?mlat=18.4706604&mlon=73.8552211#map=18/18.4706604/73.8552211,1,237.96390561231925,620.2117904103332,8.778017024176792,0
Sohan Store,18.4709233,73.8558389,convenience_store,https://www.openstreetmap.org/?mlat=18.4709233&mlon=73.8558389#map=18/18.4709233/73.8558389,1,25.94781623985779,693.4339086550447,2.5305001071634736,0
Mahalaxmi Bangles,18.4714167,73.8556667,convenience_store,https://www.openstreetmap.org/?mlat=18.4714167&mlon=73.8556667#map=18/18.4714167/73.8556667,1,125.0483970525223,593.6023627796739,4.8818689997840545,0
Mahalaxmi,18.4709444,73.8555278,convenience_store,https://www.openstreetmap.org/?mlat=18.4709444&mlon=73.8555278#map=18/18.4709444/73.8555278,1,80.75952791174741,639.5879880892303,2.6211881911185166,0
Swami Samorth,18.4713333,73.8554722,convenience_store,https://www.openstreetmap.org/?mlat=18.4713333&mlon=73.8554722#map=18/18.4713333/73.8554722,1,156.29184901642552,758.982135981845,8.208773942658675,0
Prabhat Super Shoppe,18.477099,73.895156,convenience_store,https://www.openstreetmap.org/?mlat=18.477099&mlon=73.895156#map=18/18.477099/73.895156,1,262.24909254146263,700.0586395764315,0.748913505691311,0
Prakash Super Shoppe,18.4774802,73.89503,convenience_store,https://www.openstreetmap.org/?mlat=18.4774802&mlon=73.89503#map=18/18.4774802/73.89503,1,181.2771021764836,682.3435983169443,0.9925150918129644,1
Om Super Market,18.5328717,73.8340408,convenience_store,https://www.openstreetmap.org/?mlat=18.5328717&mlon=73.8340408#map=18/18.5328717/73.8340408,0,174.99602172383192,507.88278741712463,3.0403335519883012,0
Badhai Sweets,18.5018306,73.8050111,convenience_store,https://www.openstreetmap.org/?mlat=18.5018306&mlon=73.8050111#map=18/18.5018306/73.8050111,1,250.41774557226864,664.8466285852918,3.6168275268990446,0
Desai Bandhu Ambewale,18.5031476,73.818765,convenience_store,https://www.openstreetmap.org/?mlat=18.5031476&mlon=73.818765#map=18/18.5031476/73.818765,1,4.057920480717348,621.9855735778006,5.691932329689191,0
Ramesh Super Market,18.5252664,73.8300383,convenience_store,https://www.openstreetmap.org/?mlat=18.5252664&mlon=73.8300383#map=18/18.5252664/73.8300383,0,120.35497223874074,608.0082062402694,9.111231023122308,0
Mini Market,18.5062267,73.8172561,convenience_store,https://www.openstreetmap.org/?mlat=18.5062267&mlon=73.8172561#map=18/18.5062267/73.8172561,1,165.2367700188934,858.301805895428,1.7468487775818464,0
Bhagawati Mini Market,18.5062531,73.8173321,convenience_store,https://www.openstreetmap.org/?mlat=18.5062531&mlon=73.8173321#map=18/18.5062531/73.8173321,1,202.44815514699764,502.62177127719434,2.0639265847034363,1
Agraj,18.5093772,73.8480271,convenience_store,https://www.openstreetmap.org/?mlat=18.5093772&mlon=73.8480271#map=18/18.5093772/73.8480271,1,50.555752308577794,737.9020337272968,8.502200404425308,0
Agraj,18.5151795,73.8460711,convenience_store,https://www.openstreetmap.org/?mlat=18.5151795&mlon=73.8460711#map=18/18.5151795/73.8460711,0,120.466683196546,699.6966002232372,7.782260304437742,0
Phul Pari Fruits and Vegetables Shop,18.4707002,73.8208968,convenience_store,https://www.openstreetmap.org/?mlat=18.4707002&mlon=73.8208968#map=18/18.4707002/73.8208968,1,171.01887537841165,677.1179374768267,0.4883555818251184,1
Nature's Basket,18.5365194,73.8963504,convenience_store,https://www.openstreetmap.org/?mlat=18.5365194&mlon=73.8963504#map=18/18.5365194/73.8963504,0,166.15733696171063,821.4518362289691,6.913555749143523,0
Unknown,18.5225322,73.86395,convenience_store,https://www.openstreetmap.org/?mlat=18.5225322&mlon=73.86395#map=18/18.5225322/73.86395,0,297.957200051568,797.0366124327351,0.3094010837683381,0
Unknown,18.5274145,73.8732368,convenience_store,https://www.openstreetmap.org/?mlat=18.5274145&mlon=73.8732368#map=18/18.5274145/73.8732368,0,275.39157663914256,786.1513775352275,8.265790175952107,0
Unknown,18.4353293,73.8450496,convenience_store,https://www.openstreetmap.org/?mlat=18.4353293&mlon=73.8450496#map=18/18.4353293/73.8450496,1,36.73946080539299,671.7836886172915,4.122633520539152,0
Mahesh Supermarket,18.462354,73.8898159,convenience_store,https://www.openstreetmap.org/?mlat=18.462354&mlon=73.8898159#map=18/18.462354/73.8898159,1,50.612610407554904,755.3073178760345,8.274099718045456,0
Taste The Best,18.492413,73.8246334,convenience_store,https://www.openstreetmap.org/?mlat=18.492413&mlon=73.8246334#map=18/18.492413/73.8246334,1,50.546033483104026,532.6465550473674,3.0069099471457204,0
Nourish,18.4924216,73.8245992,convenience_store,https://www.openstreetmap.org/?mlat=18.4924216&mlon=73.8245992#map=18/18.4924216/73.8245992,1,293.00689476817763,818.4409546107345,8.0504706358584,0
Agraj Food Processors,18.4940596,73.8254352,convenience_store,https://www.openstreetmap.org/?mlat=18.4940596&mlon=73.8254352#map=18/18.4940596/73.8254352,1,124.24715967230097,876.049754987489,8.211750473204726,0
Rajashree,18.4939198,73.825358,convenience_store,https://www.openstreetmap.org/?mlat=18.4939198&mlon=73.825358#map=18/18.4939198/73.825358,1,160.53099258702144,601.0230637388311,0.6486260168083258,1
Food Junction,18.517682,73.8343772,convenience_store,https://www.openstreetmap.org/?mlat=18.517682&mlon=73.8343772#map=18/18.517682/73.8343772,0,159.423397579041,826.3370094859829,6.478125453710886,0
Lodha and Sons,18.5133405,73.8594773,convenience_store,https://www.openstreetmap.org/?mlat=18.5133405&mlon=73.8594773#map=18/18.5133405/73.8594773,0,79.74611384682359,828.3659536095959,4.446532601748076,0
Keshatawar Provision Store,18.4905637,73.823412,convenience_store,https://www.openstreetmap.org/?mlat=18.4905637&mlon=73.823412#map=18/18.4905637/73.823412,1,247.3814641396529,549.9215356793037,4.5923086300203035,0
Unknown,18.491144,73.8195748,convenience_store,https://www.openstreetmap.org/?mlat=18.491144&mlon=73.8195748#map=18/18.491144/73.8195748,1,284.9081116951212,719.007615468448,3.882586517343656,0
Unknown,18.4929659,73.8254562,convenience_store,https://www.openstreetmap.org/?mlat=18.4929659&mlon=73.8254562#map=18/18.4929659/73.8254562,1,180.87623986666964,664.1359067430615,4.434127895724424,0
Unknown,18.4939287,73.8253764,convenience_store,https://www.openstreetmap.org/?mlat=18.4939287&mlon=73.8253764#map=18/18.4939287/73.8253764,1,150.36616557521606,609.430666936049,0.3160256121581917,1
Rajesh Bakery,18.5042848,73.8208669,convenience_store,https://www.openstreetmap.org/?mlat=18.5042848&mlon=73.8208669#map=18/18.5042848/73.8208669,1,295.74841663535597,847.5432995299956,5.682337830005943,0
Premkiran Super Market,18.5042543,73.820777,convenience_store,https://www.openstreetmap.org/?mlat=18.5042543&mlon=73.820777#map=18/18.5042543/73.820777,1,24.709511541427354,745.4671320241562,3.382881587036258,0
Super Rice Mart,18.4676161,73.8889545,convenience_store,https://www.openstreetmap.org/?mlat=18.4676161&mlon=73.8889545#map=18/18.4676161/73.8889545,1,272.5479173919503,615.0501315118494,5.460254377442073,0
Lalit Super Market,18.4768626,73.8177605,convenience_store,https://www.openstreetmap.org/?mlat=18.4768626&mlon=73.8177605#map=18/18.4768626/73.8177605,1,85.03012850198924,522.5807031500292,8.839005742964707,0
Chandan Super Market,18.4746938,73.8125971,convenience_store,https://www.openstreetmap.org/?mlat=18.4746938&mlon=73.8125971#map=18/18.4746938/73.8125971,1,20.49958828166195,820.64261587433,3.721009643681282,0
Akshay General Store,18.4934892,73.8402924,convenience_store,https://www.openstreetmap.org/?mlat=18.4934892&mlon=73.8402924#map=18/18.4934892/73.8402924,1,221.55910087921634,770.1664396494094,8.915426308033869,0
Chamunda Kirana store,18.4495135,73.8404539,convenience_store,https://www.openstreetmap.org/?mlat=18.4495135&mlon=73.8404539#map=18/18.4495135/73.8404539,1,46.95738557767929,554.6225954464966,1.5097319282383426,0
Tulshi Super Shopee,18.4924318,73.8245738,general_store,https://www.openstreetmap.org/?mlat=18.4924318&mlon=73.8245738#map=18/18.4924318/73.8245738,1,17.53755612859249,668.6822593503737,6.394964311943027,0
Omkar Stores,18.5111347,73.8160025,general_store,https://www.openstreetmap.org/?mlat=18.5111347&mlon=73.8160025#map=18/18.5111347/73.8160025,0,78.38384964602704,703.9627936529246,0.7742888473534737,0
Lachhoba,18.464781,73.8900789,general_store,https://www.openstreetmap.org/?mlat=18.464781&mlon=73.8900789#map=18/18.464781/73.8900789,1,266.4800008908823,586.5343830503573,2.8581937979267478,1
Unknown,18.5203662,73.8644726,department_store,https://www.openstreetmap.org/?mlat=18.5203662&mlon=73.8644726#map=18/18.5203662/73.8644726,0,90.87814904852043,573.0277860491072,3.4082384147567613,0
Swasta Dhanya Dukan,18.4793984,73.8285955,department_store,https://www.openstreetmap.org/?mlat=18.4793984&mlon=73.8285955#map=18/18.4793984/73.8285955,1,131.42282374836122,857.858309759737,7.811827078966811,0
D Mart,18.4576353,73.892598,department_store,https://www.openstreetmap.org/?mlat=18.4576353&mlon=73.892598#map=18/18.4576353/73.892598,1,238.53526351548587,766.7405869387719,5.4450147149291315,0
Vet Care Pet Clinic,18.5176759,73.8345121,veterinary,https://www.openstreetmap.org/?mlat=18.5176759&mlon=73.8345121#map=18/18.5176759/73.8345121,0,130.94845173535407,741.9551402301446,7.789726821237272,0
Complete Pet Care Clinic,18.5362919,73.8998061,veterinary,https://www.openstreetmap.org/?mlat=18.5362919&mlon=73.8998061#map=18/18.5362919/73.8998061,0,158.242887431929,809.3412877934968,9.196305055531123,0
Unknown,18.4825751,73.8512889,dentist,https://www.openstreetmap.org/?mlat=18.4825751&mlon=73.8512889#map=18/18.4825751/73.8512889,1,165.81205947268825,789.6496096122862,5.6244750176541025,0
Varad Dental Clinic & Implant Centre,18.4935965,73.8253105,dentist,https://www.openstreetmap.org/?mlat=18.4935965&mlon=73.8253105#map=18/18.4935965/73.8253105,1,270.7851940837491,779.2059331450919,0.17679341509686863,0
Unknown,18.4907008,73.824103,dentist,https://www.openstreetmap.org/?mlat=18.4907008&mlon=73.824103#map=18/18.4907008/73.824103,1,223.65870999112317,606.1046863883611,5.502087491948449,0
Dr. Mangrulkar's Orthodontic and Multispeciality Dental Clinic,18.5025413,73.8168013,dentist,https://www.openstreetmap.org/?mlat=18.5025413&mlon=73.8168013#map=18/18.5025413/73.8168013,1,31.072034486177436,728.9574513641369,4.913738653078403,0
Glowdent Clinic,18.5033728,73.8193544,dentist,https://www.openstreetmap.org/?mlat=18.5033728&mlon=73.8193544#map=18/18.5033728/73.8193544,1,12.669034545911394,655.2945316608395,1.836312641743294,0
Hearty Smile Clinic,18.5007136,73.8242814,dentist,https://www.openstreetmap.org/?mlat=18.5007136&mlon=73.8242814#map=18/18.5007136/73.8242814,1,226.15576864744662,628.3161597107396,7.762576978271218,0
Asha Dental Clinic,18.4984863,73.8547043,dentist,https://www.openstreetmap.org/?mlat=18.4984863&mlon=73.8547043#map=18/18.4984863/73.8547043,1,148.66547580511462,531.6478415801477,2.9297683166575874,0
Vora Multispeciality Dental Clinic and Implant Centre,18.48046,73.8681127,dentist,https://www.openstreetmap.org/?mlat=18.48046&mlon=73.8681127#map=18/18.48046/73.8681127,1,299.0602699339025,794.2304503600151,9.601680823285783,0
SmilePro Dental Care,18.5322551,73.8322546,dentist,https://www.openstreetmap.org/?mlat=18.5322551&mlon=73.8322546#map=18/18.5322551/73.8322546,0,261.5556809852608,720.8710247280187,7.829716820574806,0
Behere Dental Clinic,18.517895,73.8538528,dentist,https://www.openstreetmap.org/?mlat=18.517895&mlon=73.8538528#map=18/18.517895/73.8538528,0,5.313557537227487,760.6681984731108,7.816910331392716,0
Dr. Jamenis Dental Clinic,18.5112327,73.8353775,dentist,https://www.openstreetmap.org/?mlat=18.5112327&mlon=73.8353775#map=18/18.5112327/73.8353775,0,195.07647610403836,575.1597978354066,5.691545018932599,0
New Age Dental Care,18.5182452,73.8773848,dentist,https://www.openstreetmap.org/?mlat=18.5182452&mlon=73.8773848#map=18/18.5182452/73.8773848,0,133.4995657848597,713.4620246044318,5.886189959688482,0
Dr. Salke Dental and Implant Centre,18.5292117,73.8306957,dentist,https://www.openstreetmap.org/?mlat=18.5292117&mlon=73.8306957#map=18/18.5292117/73.8306957,0,102.77204881020103,772.7593814839437,3.6299006303714023,0
Deccan Dental Clinic,18.5159546,73.8421401,dentist,https://www.openstreetmap.org/?mlat=18.5159546&mlon=73.8421401#map=18/18.5159546/73.8421401,0,168.815619365565,804.5082826026659,8.342278277543189,0
Dentartist Dental Clinic,18.4733943,73.891962,dentist,https://www.openstreetmap.org/?mlat=18.4733943&mlon=73.891962#map=18/18.4733943/73.891962,1,284.5468303578663,876.5601696730083,2.5681986110054353,0
Joshi Dental Clinic,18.5093043,73.8476913,dentist,https://www.openstreetmap.org/?mlat=18.5093043&mlon=73.8476913#map=18/18.5093043/73.8476913,1,176.02258271834168,591.7338478066323,1.2151408946283726,1
Vanilla Smiles Kids and Child Dentist,18.5189686,73.8428946,dentist,https://www.openstreetmap.org/?mlat=18.5189686&mlon=73.8428946#map=18/18.5189686/73.8428946,0,254.63743783766793,677.5190462136978,4.264598622220235,0
Dr Malu's Dental & Maxillofacial Clinic,18.5078792,73.8772043,dentist,https://www.openstreetmap.org/?mlat=18.5078792&mlon=73.8772043#map=18/18.5078792/73.8772043,1,5.254171690875465,722.6360034322958,9.25631626325854,0
The White Arch Dental Centre,18.5366881,73.8993858,dentist,https://www.openstreetmap.org/?mlat=18.5366881&mlon=73.8993858#map=18/18.5366881/73.8993858,0,254.89343420162126,644.6634162222788,7.314537284939366,0
Ashleys Dental Clinic,18.5140085,73.8278727,dentist,https://www.openstreetmap.org/?mlat=18.5140085&mlon=73.8278727#map=18/18.5140085/73.8278727,0,36.631796298505506,887.8553572607408,1.4839415288916202,0
Unknown,18.5091557,73.8491188,dentist,https://www.openstreetmap.org/?mlat=18.5091557&mlon=73.8491188#map=18/18.5091557/73.8491188,1,145.35819959701857,710.0233809216393,6.368744445254142,0
